PGC_name       PGC_no        vrad      e_vrad        vopt      e_vopt           v         e_v        vvir        zvir     z_err          type     objname   hl_names
PGC0055493   5.549e+04      1867.7         4.1      1944.8        72.8      1867.9         4.2      2081.8    0.006944   1.401e-05        SABm    UGC09910 SDSSJ153444.83+310311.8
PGC0055517   5.552e+04      9434.1         4.7      9407.7        30.3      9433.5         4.2      9646.5     0.03218   1.401e-05          Sb    UGC09920  2MFGC12564
PGC0055529   5.553e+04       -9999       -9999      3372.6        21.7      3372.6        21.7      3652.3     0.01218   7.238e-05          Sa     NGC5971    UGC09929
PGC0055551   5.555e+04       -9999       -9999        8786        72.2        8786        72.2      9067.9     0.03025   0.0002408           E   PGC055551 SBS1534+580
PGC0055552   5.555e+04       -9999       -9999        4474          14        4474          14      4716.1     0.01573    4.67e-05           E     NGC5966 MCG+07-32-032
PGC0055559   5.556e+04       -9999       -9999      5666.9        42.2      5666.9        42.2      5919.3     0.01974   0.0001408           E      IC4562   PGC055559
PGC0055578   5.558e+04       -9999       -9999        4328          49        4328          49      4509.8     0.01504   0.0001634          S0    UGC09927 SDSSJ153627.77+223001.7
PGC0055601    5.56e+04       -9999       -9999      5589.3        17.5      5589.3        17.5      5841.9     0.01949   5.837e-05         Sab      IC4566 MCG+07-32-038
PGC0055607   5.561e+04      2623.5         9.7      2624.1        68.4      2623.5         6.8      2877.9      0.0096   2.268e-05        SABm    UGC09936 MCG+07-32-039
PGC0055620   5.562e+04        5722         5.5      5727.4        14.9      5722.7         3.6      5974.7     0.01993   1.201e-05          Sc      IC4567      IC4567
PGC0055621   5.562e+04      1868.5         3.3      1451.9        24.9      1861.4        38.3      2072.1    0.006912   0.0001278         SBm    UGC09938 SDSSJ153711.99+300437.5
PGC0055629   5.563e+04       -9999       -9999        4526          48        4526          48      4699.9     0.01568   0.0001601        S0-a    UGC09937  2MFGC12583
PGC0055637   5.564e+04      1447.2         2.8      1387.7        34.5      1446.9         3.9      1555.6    0.005189   1.301e-05        SBcd     NGC5964    UGC09935
PGC0055648   5.565e+04       -9999       -9999      3385.7        34.9      3385.7        34.9      3456.8     0.01153   0.0001164          S0      IC1128 6dFJ1537529-014407
PGC0055668   5.567e+04        6774         9.4        6760        31.2      6772.8         6.8      7018.7     0.02341   2.268e-05          Sd    UGC09947 SDSSJ153840.43+410018.7
PGC0055687   5.569e+04      6840.3         5.6      6833.3        36.6      6840.2         4.1      6942.4     0.02316   1.368e-05          Sc    UGC09945 SDSSJ153854.88+043459.1
PGC0055701    5.57e+04        5715         8.5      5726.1        20.9      5716.6         6.1      5970.3     0.01991   2.035e-05         SBb    UGC09959    UGC09959
PGC0055708   5.571e+04     10309.8         5.8     10318.8        40.8     10309.9         4.7     10499.8     0.03502   1.568e-05         Sab    UGC09954 SDSSJ153916.68+242718.3
PGC0055722   5.572e+04       10106          10     10115.2        21.7     10107.6         6.4     10203.3     0.03403   2.135e-05          Sc    UGC09953    UGC09953
PGC0055730   5.573e+04     10246.1         6.2       -9999       -9999     10246.1         6.2       10375     0.03461   2.068e-05         SBb    UGC09956  2MFGC12600
PGC0055733   5.573e+04       -9999       -9999       12608        15.2       12608        15.2     12787.3     0.04265    5.07e-05        E-SO    UGC09958 WINGSJ153938.92+214658.1
PGC0055740   5.574e+04      3009.3           5      2994.6        29.1      3008.9         3.9      3291.4     0.01098   1.301e-05          Sb     NGC5987    UGC09971
PGC0055750   5.575e+04      4526.7         4.7      4482.7        33.7      4525.8         5.4      4700.6     0.01568   1.801e-05          Sc      IC1132 IRAS15378+2050
PGC0055756   5.576e+04       -9999       -9999      5815.7        62.1      5815.7        62.1      6086.2      0.0203   0.0002071          Sc    UGC09970 SDSSJ154006.73+510649.1
PGC0055759   5.576e+04       -9999       -9999     11427.8        22.2     11427.8        22.2     11543.1      0.0385   7.405e-05        S0-a    UGC09964 SDSSJ154022.35+071659.6
PGC0055769   5.577e+04       -9999       -9999      8116.3        47.2      8116.3        47.2      8276.2     0.02761   0.0001574          S0     NGC5977 SDSSJ154033.45+170740.6
PGC0055792   5.579e+04        9897        12.1        9906        37.3      9897.9         8.6      9969.6     0.03326   2.869e-05        SABb    UGC09968 6dFJ1541099-014223
PGC0055797    5.58e+04        9623         5.4      9638.2        25.5      9623.7         4.2      9828.2     0.03278   1.401e-05        SABc      IC4570 SDSSJ154122.58+281347.1
PGC0055811   5.581e+04       -9999       -9999     10980.5        44.5     10980.5        44.5     11238.8     0.03749   0.0001484          S0    UGC09981 MCG+08-29-003
PGC0055816   5.582e+04     11984.7         4.7       -9999       -9999     11984.7         4.7     12093.4     0.04034   1.568e-05         SBb    UGC09976 SDSSJ154150.34+055113.4
PGC0055821   5.582e+04      1914.4         4.7      1934.6        15.7        1916         5.1      1999.9    0.006671   1.701e-05          Sc    UGC09977 [FN2007]2242
PGC0055824   5.582e+04        7835         7.3      7837.2        23.7      7835.2         5.1      7947.8     0.02651   1.701e-05          Sc    UGC09978   PGC055824
PGC0055833   5.583e+04      1960.6         4.4       -9999       -9999      1960.6         4.4      2043.3    0.006816   1.468e-05          IB    UGC09979 [FN2007]2244
PGC0055841   5.584e+04        3567          10       -9999       -9999        3567          10      3657.3      0.0122   3.336e-05          S0    UGC09980 NPM1G+02.0421
PGC0055844   5.584e+04       10569         7.3       10508         337     10568.9         4.9       10753     0.03587   1.634e-05         SBb    UGC09984 SDSSJ154241.81+225253.3
PGC0055845   5.584e+04       -9999       -9999     12313.9        30.6     12313.9        30.6     12434.1     0.04148   0.0001021           E     NGC5983 SDSSJ154245.63+081427.9
PGC0055864   5.586e+04       -9999       -9999     11460.4        39.8     11460.4        39.8       11724     0.03911   0.0001328         Sab    UGC09995    UGC09995
PGC0055873   5.587e+04      6435.4         3.9       -9999       -9999      6435.4         3.9      6539.3     0.02181   1.301e-05          Sc    UGC09990 SDSSJ154329.87+044740.0
PGC0055881   5.588e+04      9505.8         4.3      9496.5        30.3      9505.6         3.2      9728.3     0.03245   1.067e-05          Sc    UGC09994  2MFGC12651
PGC0055910   5.591e+04       -9999       -9999      9563.1        46.4      9563.1        46.4      9757.1     0.03255   0.0001548          S0    UGC09999 SDSSJ154422.95+251939.1
PGC0055916   5.592e+04       -9999       -9999       11922          29       11922          29     12201.2      0.0407   9.673e-05        SBab    UGC10013 CGCG275-004
PGC0055918   5.592e+04      9561.5         8.7      9573.6        15.1      9564.5         6.3      9811.4     0.03273   2.101e-05         SBb     NGC5993 SDSSJ154427.71+410711.1
PGC0055921   5.592e+04       10592         7.3       10615          59     10592.3         5.4     10722.2     0.03577   1.801e-05          Sc     NGC5988 SDSSJ154433.85+101735.3
PGC0055923   5.592e+04      9440.4         3.8      9462.6        26.4      9440.8         3.5      9660.6     0.03222   1.167e-05         Sbc    UGC10006  2MFGC12663
PGC0055925   5.592e+04        3952         9.9      3921.4        12.7      3940.4        11.9      4222.2     0.01408   3.969e-05          Sc    UGC10022 SDSSJ154453.19+572141.5
PGC0055927   5.593e+04      2653.3         8.2        2614          39      2651.6           8      2911.4    0.009711   2.669e-05           I    UGC10010 SDSSJ154445.66+460441.4
PGC0055930   5.593e+04      3543.7         4.7       -9999       -9999      3543.7         4.7      3643.7     0.01215   1.568e-05          Sc    UGC10000   PGC055930
PGC0055943   5.594e+04       -9999       -9999       19820        26.4       19820        26.4       20052     0.06689   8.806e-05           E    UGC10012 WINGSJ154459.02+360633.9
PGC0055949   5.595e+04      3837.3         6.1      3850.8        20.2      3838.4         4.9        3923     0.01309   1.634e-05         Scd    UGC10005 HIPASSJ1545+00
PGC0055955   5.596e+04      9994.7         5.6      9996.1        39.3      9994.7         3.9     10189.2     0.03399   1.301e-05         Sbc    UGC10011 SDSSJ154521.59+252637.3
PGC0055962   5.596e+04        4412         5.9      4304.7        83.3      4411.5         6.8        4590     0.01531   2.268e-05           I    UGC10017 SDSSJ154533.70+212518.6
PGC0055963   5.596e+04      9484.6         7.8      9482.6        31.3      9484.5         5.7      9696.5     0.03234   1.901e-05          Sb    UGC10019 MCG+05-37-021
PGC0055965   5.596e+04        2087         5.5       -9999       -9999        2087         5.5      2188.2    0.007299   1.835e-05           I    UGC10009   PGC055965
PGC0055968   5.597e+04      4443.4         4.7        4511        62.4      4443.8         4.9      4620.7     0.01541   1.634e-05          Sd    UGC10015 SDSSJ154539.22+210110.2
PGC0055973   5.597e+04      2092.3         4.9      2064.2          37      2091.8         4.3      2266.9    0.007562   1.434e-05         Scd    UGC10020 SDSSJ154544.51+203337.4
PGC0055989   5.599e+04      1407.5         5.3      1459.4        32.4      1408.8         6.9      1523.1    0.005081   2.302e-05           I    UGC10023 CGCG050-100
PGC0055993   5.599e+04      3826.4         4.9      3737.2        48.8      3825.5         7.1      3918.3     0.01307   2.368e-05          Sa     NGC5990 IRAS15437+0234
PGC0056001     5.6e+04        1522         6.2       -9999       -9999        1522         6.2      1616.9    0.005393   2.068e-05          Sd    UGC10025     FGC1948
PGC0056005     5.6e+04        3287         4.2       -9999       -9999        3287         4.2      3389.5     0.01131   1.401e-05         Sbc    UGC10027    UGC10027
PGC0056014   5.601e+04      9311.9         7.6      9314.4        26.3      9312.1         4.6      9527.3     0.03178   1.534e-05        SABb    UGC10034    UGC10034
PGC0056022   5.602e+04       -9999       -9999       12440          45       12440          45     12549.6     0.04186   0.0001501          S0    UGC10029   PGC056022
PGC0056025   5.602e+04      8958.4         6.2        9141          20      8974.4        36.8      9050.6     0.03019   0.0001228         Sab    UGC10030 6dFJ1547004-005907
PGC0056056   5.606e+04      9975.6         7.5      9960.9        20.3      9973.8         6.5     10180.6     0.03396   2.168e-05          Sc     NGC6001 SDSSJ154745.95+283830.0
PGC0056094   5.609e+04      2158.1         5.2      2173.4        39.5      2158.4         3.9      2339.2    0.007803   1.301e-05         Sbc    UGC10043  2MFGC12703
PGC0056108   5.611e+04      4224.8         4.9        4220         100      4224.8         3.6        4341     0.01448   1.201e-05          Sc    UGC10042  2MFGC12704
PGC0056111   5.611e+04      2170.1         3.6       -9999       -9999      2170.1         3.6      2276.6    0.007594   1.201e-05          Sd    UGC10041    UGC10041
PGC0056130   5.613e+04       -9999       -9999      4053.4        37.3      4053.4        37.3      4222.6     0.01409   0.0001244          S0     NGC6003 SDSSJ154925.64+190155.4
PGC0056131   5.613e+04       -9999       -9999      9756.3        22.7      9756.3        22.7      9838.8     0.03282   7.572e-05           E   PGC056131   PGC056131
PGC0056139   5.614e+04       -9999       -9999        4129        51.6        4129        51.6      4296.1     0.01433   0.0001721          S0    UGC10050 SDSSJ154944.90+183136.9
PGC0056166   5.617e+04      3828.4         4.5      3792.7        42.5        3828         4.2      3996.9     0.01333   1.401e-05          Sc     NGC6004 SDSSJ155022.72+185621.3
PGC0056168   5.617e+04      2147.2         3.8      2165.7       806.4      2147.2         2.7      2344.2    0.007819   9.006e-06         SBm    UGC10058 SDSSJ155024.17+255521.2
PGC0056169   5.617e+04     13981.9         7.8     13963.7        53.4     13981.5         5.6       14147     0.04719   1.868e-05          Sc      IC1142 SDSSJ155025.91+180822.4
PGC0056186   5.619e+04      9424.4         5.8      9413.8        57.3      9424.3         4.3      9606.8     0.03204   1.434e-05          Sc    UGC10059 SDSSJ155050.65+221419.2
PGC0056199    5.62e+04        6520         5.5       -9999       -9999        6520         5.5      6716.3      0.0224   1.835e-05         SBd    UGC10063    UGC10063
PGC0056200    5.62e+04     11261.7         8.9     11247.6        30.9     11260.6         6.4     11434.8     0.03814   2.135e-05         SBb    UGC10060 SDSSJ155106.91+201209.0
PGC0056205    5.62e+04      7790.6         4.9      7819.6          33      7791.2         4.4      7972.6     0.02659   1.468e-05        SABc    UGC10062 SDSSJ155111.84+215633.4
PGC0056206   5.621e+04       -9999       -9999      6416.3        21.4      6416.3        21.4      6612.5     0.02206   7.138e-05          S0    UGC10064 SDSSJ155113.27+254206.8
PGC0056210   5.621e+04        2092         5.5       -9999       -9999        2092         5.5      2249.8    0.007505   1.835e-05           I    UGC10061 [RC2]A1548+16
PGC0056216   5.622e+04       -9999       -9999     12074.5        38.7     12074.5        38.7     12328.3     0.04112   0.0001291        E-SO      IC1144 SDSSJ155121.69+432503.5
PGC0056257   5.626e+04       -9999       -9999      7260.7          48      7260.7          48      7336.1     0.02447   0.0001601          Sc    UGC10067  2MFGC12742
PGC0056267   5.627e+04        9589         7.3      9590.5        21.9      9589.1         5.1      9781.3     0.03263   1.701e-05        SABb    UGC10073 SDSSJ155220.73+243735.7
PGC0056284   5.628e+04      9609.2         8.4       -9999       -9999      9609.2         8.4      9800.5     0.03269   2.802e-05          Sc    UGC10074 SDSSJ155247.85+242324.7
PGC0056287   5.629e+04      4609.5         8.6      4497.2        99.2      4608.7         9.2        4855     0.01619   3.069e-05         SBb     NGC6013 MCG+07-33-004
PGC0056289   5.629e+04      4874.1         8.6      4872.4        36.2        4874           6      5052.2     0.01685   2.001e-05         SBb     NGC6008 SDSSJ155256.02+210601.8
PGC0056323   5.632e+04      7040.5         8.7      7029.3          76      7040.4         6.1      7289.5     0.02432   2.035e-05          Sc    UGC10087 SDSSJ155404.56+413704.6
PGC0056329   5.633e+04       -9999       -9999     10869.4        43.6     10869.4        43.6     11039.4     0.03682   0.0001454        S0-a   PGC056329 SDSSJ155409.86+190622.3
PGC0056337   5.634e+04      2037.4         7.1        2079         100      2037.7         5.4      2122.3    0.007079   1.801e-05        S0-a     NGC6010  2MFGC12764
PGC0056338   5.634e+04       -9999       -9999     13891.9        55.1     13891.9        55.1     14060.1      0.0469   0.0001838        S0-a    UGC10084 SDSSJ155424.24+183907.1
PGC0056345   5.634e+04      9730.3         7.3      9712.7        54.3        9730         5.7      9897.6     0.03301   1.901e-05          Sc    UGC10085 SDSSJ155426.85+183131.8
PGC0056352   5.635e+04       -9999       -9999      2204.8        25.4      2204.8        25.4      2364.3    0.007886   8.473e-05        S0-a    UGC10086 SDSSJ155441.23+163702.2
PGC0056364   5.636e+04       -9999       -9999       10856          41       10856          41     11025.3     0.03678   0.0001368          S0   PGC056364  2MFGC12771
PGC0056366   5.637e+04        5549         7.3       -9999       -9999        5549         7.3      5727.4      0.0191   2.435e-05          Sc    UGC10089 CGCG136-115
PGC0056377   5.638e+04       -9999       -9999     10563.3        49.1     10563.3        49.1     10733.8      0.0358   0.0001638         SBa   PGC056377 SDSSJ155507.94+191132.6
PGC0056386   5.639e+04        1852         5.5       -9999       -9999        1852         5.5      2111.2    0.007042   1.835e-05           I    UGC10095 MCG+08-29-022
PGC0056397    5.64e+04      5280.5         5.6        5242         100      5280.4         4.3      5447.1     0.01817   1.434e-05         Scd    UGC10092 SDSSJ155543.06+181657.7
PGC0056398    5.64e+04       -9999       -9999      5966.8        57.4      5966.8        57.4      6231.8     0.02079   0.0001915          S0    UGC10097    UGC10097
PGC0056400    5.64e+04      9750.2         5.7        9797          20      9753.8         9.7      9945.8     0.03318   3.236e-05         Sbc    UGC10094  2MFGC12783
PGC0056409   5.641e+04        4951         5.4      4991.8        37.5      4951.8         5.5      5113.8     0.01706   1.835e-05          Sc    UGC10093 SDSSJ155555.37+170949.4
PGC0056410   5.641e+04      6487.3         4.6      6463.6        22.1      6486.3         4.6      6687.8     0.02231   1.534e-05        SABc     NGC6016 SDSSJ155554.86+265759.4
PGC0056437   5.644e+04       -9999       -9999      4712.4        71.3      4712.4        71.3      4871.6     0.01625   0.0002378        S0-a   PGC056437 SDSSJ155623.59+163124.1
PGC0056443   5.644e+04       -9999       -9999        9640         100        9640         100      9814.3     0.03274   0.0003336        S0-a   PGC056443 SDSSJ155633.67+200308.5
PGC0056450   5.645e+04       -9999       -9999        5898        33.2        5898        33.2      6163.5     0.02056   0.0001107           E      IC1152   PGC056450
PGC0056462   5.646e+04       -9999       -9999      5917.3        19.7      5917.3        19.7        6183     0.02062   6.571e-05          S0      IC1153 SDSSJ155703.01+481006.2
PGC0056465   5.646e+04      9422.5         5.9       -9999       -9999      9422.5         5.9        9589     0.03199   1.968e-05          Sb   PGC056465 SDSSJ155704.50+181116.2
PGC0056467   5.647e+04       -9999       -9999      4310.6        17.2      4310.6        17.2      4494.5     0.01499   5.737e-05           E     NGC6020 SDSSJ155708.13+222416.4
PGC0056476   5.648e+04        5818         8.6        5769          56      5816.9           8      6080.3     0.02028   2.669e-05        SABb    UGC10109 SDSSJ155720.98+470959.1
PGC0056479   5.648e+04      9843.3         4.9      9834.8        40.3      9843.2         3.8     10056.2     0.03354   1.268e-05          Sc    UGC10104 SDSSJ155727.90+300335.4
PGC0056481   5.648e+04        5147        11.5        5229          34      5155.4        19.2        5312     0.01772   6.404e-05        S0-a     NGC6018 CGCG108-016
PGC0056482   5.648e+04       -9999       -9999      4744.7        29.8      4744.7        29.8      4901.6     0.01635    9.94e-05           E     NGC6021 SDSSJ155730.68+155721.7
PGC0056487   5.649e+04      9412.7           6      9426.2        27.8      9413.3         4.5      9579.2     0.03195   1.501e-05         Sbc   PGC056487   AGC251371
PGC0056490   5.649e+04       -9999       -9999       10388          60       10388          60     10546.1     0.03518   0.0002001          S0   PGC056490 CGCG108-019
PGC0056492   5.649e+04       -9999       -9999       11071        41.1       11071        41.1     11229.5     0.03746   0.0001371           E     NGC6023 SDSSJ155749.61+161836.6
PGC0056495    5.65e+04       10689         5.5     10626.6         9.8       10674        19.3     10832.4     0.03613   6.438e-05        SBbc     NGC6022   AGC251373
PGC0056503    5.65e+04       -9999       -9999     10849.4        24.9     10849.4        24.9     11008.1     0.03672   8.306e-05          Sc   PGC056503 SDSSJ155802.78+162051.3
PGC0056514   5.651e+04       -9999       -9999      9871.8        39.5      9871.8        39.5     10045.9     0.03351   0.0001318        S0-a    UGC10112 SDSSJ155819.53+195803.3
PGC0056529   5.653e+04       -9999       -9999      9382.9        63.9      9382.9        63.9      9618.7     0.03208   0.0002131          Sc    UGC10114   PGC056529
PGC0056537   5.654e+04      2169.3         4.4      2170.5        29.6      2169.3         3.1      2332.8    0.007781   1.034e-05         SBc      IC1151 SDSSJ155832.34+172629.2
PGC0056544   5.654e+04       -9999       -9999      5994.7        31.9      5994.7        31.9      6261.7     0.02089   0.0001064        E-SO    UGC10118   PGC056544
PGC0056573   5.657e+04      9441.7         5.5        9387        19.3      9437.6        10.6      9667.6     0.03225   3.536e-05         SBb    UGC10120 SDSSJ155909.97+350138.0
PGC0056575   5.658e+04       -9999       -9999      4415.8        24.2      4415.8        24.2      4593.3     0.01532   8.072e-05        S0-a     NGC6027 MCG+04-38-005
PGC0056576   5.658e+04       -9999       -9999      4172.3        25.6      4172.3        25.6      4349.7     0.01451   8.539e-05        S0-a    NGC6027A     HCG079A
PGC0056578   5.658e+04       -9999       -9999      4569.5        11.9      4569.5        11.9      4746.9     0.01583   3.969e-05         SBc    NGC6027C     HCG079D
PGC0056584   5.658e+04       -9999       -9999      4000.1          38      4000.1          38      4177.6     0.01393   0.0001268          S0    NGC6027B MCG+04-38-010
PGC0056595    5.66e+04        5356         5.5      5363.2        37.6      5356.2           4      5537.1     0.01847   1.334e-05         Sab    UGC10117 SDSSJ155923.91+213612.6
PGC0056599    5.66e+04        9319        12.1        9237          58      9315.6        14.1      9560.2     0.03189   4.703e-05          Sa    UGC10122 [RGD2002]J155928.85+394939.5
PGC0056611   5.661e+04        8881           6        8882          14      8881.1         3.7      9050.5     0.03019   1.234e-05         Sbc    UGC10121 SDSSJ155945.80+184803.9
PGC0056617   5.662e+04     10103.1         7.6       10086           7     10093.9         6.9     10249.5     0.03419   2.302e-05          Sb   PGC056617  2MFGC12831
PGC0056636   5.664e+04        4823         6.8      4785.5        29.8      4821.2         7.3      4999.1     0.01668   2.435e-05          Sb    UGC10127 IRAS15582+2059
PGC0056648   5.665e+04       10700         6.7       10629          84     10699.5           6     10855.7     0.03621   2.001e-05        SABb      IC1155   AGC251434
PGC0056650   5.665e+04       -9999       -9999      9347.5        59.1      9347.5        59.1      9520.8     0.03176   0.0001971           E      IC1156 SDSSJ160037.36+194323.5
PGC0056655   5.666e+04     10653.3           7     10645.1        10.1     10650.6         5.2     10811.2     0.03606   1.735e-05          Sa   PGC056655 SDSSJ160043.16+164258.5
PGC0056659   5.666e+04       13155         8.2     13157.6          48     13155.1         4.9     13321.5     0.04444   1.634e-05         SBb   PGC056659 SDSSJ160047.19+180442.0
PGC0056663   5.666e+04       13193           7       13192        13.6     13192.8           5       13357     0.04455   1.668e-05          S0   PGC056663 SDSSJ160052.31+173244.7
PGC0056666   5.667e+04       -9999       -9999     12348.2        41.3     12348.2        41.3     12507.2     0.04172   0.0001378          Sb   PGC056666 SDSSJ160053.68+162007.4
PGC0056667   5.667e+04       13144         7.5       -9999       -9999       13144         7.5       13303     0.04437   2.502e-05          Sc   PGC056667 SDSSJ160054.47+162045.2
PGC0056685   5.668e+04       -9999       -9999        4347         100        4347         100      4519.2     0.01507   0.0003336        E-SO   PGC056685 SDSSJ160107.05+192654.8
PGC0056693   5.669e+04       13327         8.2     13340.8        31.2     13327.9         6.5     13492.7     0.04501   2.168e-05        SABb      IC1162   AGC251459
PGC0056695    5.67e+04       -9999       -9999     11038.5          20     11038.5          20     11194.5     0.03734   6.671e-05           E      IC1161 SDSSJ160116.81+153843.4
PGC0056697    5.67e+04        5027         7.9      5007.6        42.4      5026.3         6.1      5151.6     0.01718   2.035e-05          Sa    UGC10130 SDSSJ160119.97+085009.4
PGC0056700    5.67e+04       -9999       -9999     11055.4        45.3     11055.4        45.3     11214.3     0.03741   0.0001511        SBab    UGC10134 SDSSJ160121.20+161824.3
PGC0056704    5.67e+04       -9999       -9999      9481.8        39.5      9481.8        39.5      9642.3     0.03216   0.0001318           E   PGC056704 SDSSJ160121.22+164035.7
PGC0056712   5.671e+04       -9999       -9999     10792.9        44.8     10792.9        44.8     10955.8     0.03654   0.0001494           E   PGC056712 SDSSJ160128.07+171425.9
PGC0056716   5.672e+04      4473.3         5.8        4480        66.7      4473.3         4.1      4645.2     0.01549   1.368e-05        S0-a     NGC6028     NGC6028
PGC0056717   5.672e+04       -9999       -9999     10575.1        67.2     10575.1        67.2     10730.5     0.03579   0.0002242           E      IC1163 SDSSJ160130.54+153014.0
PGC0056723   5.672e+04      1926.7         3.7       -9999       -9999      1926.7         3.7      2017.9    0.006731   1.234e-05        SABc      IC1158 HIPASSJ1601+01
PGC0056727   1.509e+06       12727         8.2     13051.2          30     12749.5        58.6     12908.9     0.04306   0.0001955         SBa   PGC056727 SDSSJ160136.86+162552.2
PGC0056731   5.673e+04      9642.3         6.3      9623.6        61.2      9642.1         4.5      9822.2     0.03276   1.501e-05        S0-a    UGC10138 SDSSJ160140.23+212110.5
PGC0056744   5.674e+04      5252.4         3.8        5250        45.6      5252.4         2.7      5374.4     0.01793   9.006e-06          Sc    UGC10137 SDSSJ160149.71+080853.8
PGC0056745   5.674e+04        2627         4.4      2602.2        92.9        2627         3.2      2796.2    0.009327   1.067e-05           I    UGC10140 SDSSJ160149.70+184314.6
PGC0056750   5.675e+04       -9999       -9999      4472.7        37.3      4472.7        37.3      4638.7     0.01547   0.0001244          S0     NGC6030 SDSSJ160151.41+175726.9
PGC0056755   5.676e+04       -9999       -9999       12777          50       12777          50     13040.7      0.0435   0.0001668           E    UGC10145 SDSSJ160158.52+470547.9
PGC0056763   5.676e+04       -9999       -9999       11050        48.9       11050        48.9     11212.2      0.0374   0.0001631           E   PGC056763   AGC251481
PGC0056765   5.676e+04       -9999       -9999      9649.2        13.4      9649.2        13.4      9805.4     0.03271    4.47e-05        S0-a   PGC056765 SDSSJ160201.92+154039.7
PGC0056769   5.677e+04       -9999       -9999     10250.8        59.1     10250.8        59.1     10407.1     0.03471   0.0001971        E-SO      IC1165 SDSSJ160208.02+154147.5
PGC0056770   5.677e+04       -9999       -9999      8861.5        31.5      8861.5        31.5      9018.7     0.03008   0.0001051           |   PGC056770 SDSSJ160209.17+155315.9
PGC0056776   5.678e+04       -9999       -9999      9051.7        14.9      9051.7        14.9      9211.2     0.03073    4.97e-05         SBb   PGC056776 SDSSJ160213.01+162534.4
PGC0056777   5.678e+04       -9999       -9999     13273.4        38.4     13273.4        38.4     13430.8      0.0448   0.0001281        S0-a   PGC056777 SDSSJ160213.25+155615.0
PGC0056778   5.678e+04       -9999       -9999      6156.9        20.2      6156.9        20.2      6425.2     0.02143   6.738e-05         SBc    UGC10150 CGCG250-041
PGC0056780   5.678e+04       -9999       -9999     11513.7        22.5     11513.7        22.5     11672.8     0.03894   7.505e-05           E    UGC10144 SDSSJ160219.85+162045.7
PGC0056784   5.678e+04       -9999       -9999     10639.2        21.2     10639.2        21.2     10796.8     0.03601   7.072e-05           E    UGC10143 ABELL2147:[PL95]BCG
PGC0056812   5.681e+04       -9999       -9999      9395.2        31.7      9395.2        31.7      9632.8     0.03213   0.0001057          Sc     NGC6038 [RGD2002]J160240.56+372134.5
PGC0056813   5.681e+04       -9999       -9999        9991        21.1        9991        21.1     10149.2     0.03385   7.038e-05        S0-a   PGC056813 SDSSJ160248.63+160709.7
PGC0056827   5.683e+04       -9999       -9999     10772.4        47.7     10772.4        47.7     10932.6     0.03647   0.0001591        SABa   PGC056827  2MFGC12873
PGC0056838   5.684e+04       -9999       -9999      9557.3        17.5      9557.3        17.5      9714.3      0.0324   5.837e-05        S0-a   PGC056838 SDSSJ160258.78+155034.1
PGC0056839   5.684e+04      9748.3         4.6      9743.6        25.5      9748.1         2.7      9950.6     0.03319   9.006e-06         SBc    UGC10151 MCG+05-38-011
PGC0056842   5.684e+04        4366         8.2      4330.2          34        4364         8.1      4542.7     0.01515   2.702e-05          Sb     NGC6032  2MFGC12876
PGC0056843   5.684e+04        9250        10.4      9268.2        45.7      9250.9         7.6      9495.3     0.03167   2.535e-05          Sc    UGC10155 [RGD2002]J160301.38+393843.5
PGC0056844   5.684e+04      8193.3         6.4      8206.5        45.3      8193.5         4.6      8301.4     0.02769   1.534e-05          Sm    UGC10146 SDSSJ160305.05+050628.0
PGC0056847   5.685e+04       -9999       -9999       11019        19.5       11019        19.5     11178.5     0.03729   6.504e-05           E   PGC056847 SDSSJ160314.74+162410.1
PGC0056857   5.686e+04       12221         5.5       12261          46     12221.6         5.7       12399     0.04136   1.901e-05         SBb    UGC10153 SDSSJ160319.51+203813.2
PGC0056864   5.686e+04        4759        10.4      4761.6        29.1      4759.3           7      4937.7     0.01647   2.335e-05          Sc     NGC6035 SDSSJ160324.17+205328.4
PGC0056870   5.687e+04        4665         8.5        4601           8      4631.1        22.9      4802.3     0.01602   7.639e-05          Sd   PGC056870  2MFGC12887
PGC0056872   5.687e+04       -9999       -9999     11433.4        40.7     11433.4        40.7     11592.6     0.03867   0.0001358          S0   PGC056872 NFPJ160332.9+161923
PGC0056874   5.687e+04       -9999       -9999       -9999       -9999       -9999       -9999       -9999      -99.99      -99.99        S0-a   PGC056874 CGCG108-086
PGC0056875   5.688e+04        6051         9.4      6030.1        21.8      6047.7         8.2      6316.5     0.02107   2.735e-05        S0-a    UGC10168   PGC056875
PGC0056877   5.688e+04       10226        13.3     10173.7        32.4     10218.4        15.7     10381.4     0.03463   5.237e-05           E     NGC6034 SDSSJ160332.08+171155.2
PGC0056878   5.688e+04       -9999       -9999     13221.7        46.5     13221.7        46.5     13385.9     0.04465   0.0001551        SABb   PGC056878 SDSSJ160332.58+172845.9
PGC0056890   5.689e+04       -9999       -9999       11003        55.4       11003        55.4     11166.1     0.03725   0.0001848         SBa   PGC056890 SDSSJ160348.24+171426.2
PGC0056893   5.689e+04       -9999       -9999       10210       106.1       10210       106.1     10459.8     0.03489   0.0003539        S0-a    UGC10167 [RGD2002]J160350.41+413118.9
PGC0056898    5.69e+04       -9999       -9999      9614.6        12.3      9614.6        12.3      9772.4      0.0326   4.103e-05         SBa   PGC056898 SDSSJ160357.98+160002.0
